source_de	target_en
Das sind dann keine wolkigen Versprechungen, sondern es wird konkret angegeben, was gemacht wird und wann es gemacht wird.	These are not vague promises - the plan specifies in precise terms what is to be done and when.
Aufgrund des enormen Drucks in Bezug auf diese Angelegenheit sind von der EU-Kommission schließlich vier weitere Sorten von genmanipuliertem Mais genehmigt worden, die als sicher gelten.	After immense pressure on this subject, the EU Commission has approved four more varieties of GM maize that they regard as a safe contaminant.
Darin wird nämlich augenscheinlich gezeigt, daß der viel gepriesene große Binnenmarkt zu den schlimmsten Auswüchsen führen kann, wenn der Markt den einzigen Steuermechanismus bildet und wenn die Gesundheit und den Schutz der Verbraucher betreffende Rechtsvorschriften nicht angewandt werden.	It strikingly illustrates the fact that the single market - whose praises we sing - can produce the worst excesses if the market is allowed to regulate itself and the rules on health and consumer protection are not applied.
Der Bereich Forschung und Entwicklung muß finanziell gefördert werden, doch die Richtung muß stimmen.	Research and development must receive financial backing, but the focus has to be right.
Verfasser. - Herr Präsident! Ich werde über Belarus sprechen und nicht über die Innenpolitik Ungarns.	author. - Mr President, I will be talking about Belarus and not Hungarian domestic politics.
Die Türkei versucht, der internationalen Gemeinschaft in dieser Angelegenheit eine Zensur aufzuerlegen.	Turkey is attempting to impose censorship on the international community regarding this matter.
Man muss auch ein Thema beachten, das im Bericht von Stéphane Le Foll angesprochen wurde: Wir importieren sehr viel Soja aus z. B. Brasilien.	We also need to take note of a subject that is mentioned in the Le Foll report, namely, the fact that we import a great deal of soya from Brazil, for example.
Ist die EZB bereit für eine mögliche weitere Krise, wie sie einige Wirtschaftsexperten vorhersehen?	Is the ECB ready for the possibility of another crisis, a possibility which is seen by some economists?
Dieses entscheidende Sicherheitsventil wurde in das Abkommen eingebaut, um genau das zu verhindern, was der Bericht befürchtet, dass nämlich die Europäische Union gezwungen werden könnte, jegliche einseitige Änderung der US-Auflagen für die Einholung von Fluggastdatensätzen zu akzeptieren.	This crucial safety valve is built into the agreement to prevent precisely what the report fears, i.e. the European Union side being forced to accept any unilateral change to the US requirements for receiving passenger name records.
- Herr Präsident! Punkt 1: Normalerweise wird an dieser Stelle der Berichterstatter gelobt.	Mr President, my first point is that this is where one normally praises the rapporteur.
Einen wichtigen Punkt möchte ich allerdings noch erwähnen, den wir im Auge behalten sollten: Die Aus- und Weiterbildung wird ein zentrales und wichtiges Anliegen zu sein haben.	There is, however, another point I should like to add. We should bear in mind that basic and advanced training will have to be a central and important objective.
Die Eigenfinanzierung ist unerläßlich für die Transparenz bei der Hafenbuchführung als Voraussetzung für die Einführung eines freien Wettbewerbs.	Self-financing is essential if ports' accounts are to be transparent; this is a precondition for free competition.
Die Fraktion Union für das Europa der Nationen wird diese Berichte unterstützen.	The Union for Europe of the Nations Group will support these reports.
Das ist der einzige Weg, durch den unsere Mitbürgerinnen und Mitbürger, deren gewählte Vertreter wir sind, verstehen können, was geschieht, und wir es ihnen erklären können.	This is the only way in which our fellow citizens, of whom we are the elected representatives, can understand what is happening and explain it to them.
Die Wiederherstellung des Dialogs aller Sektoren der palästinensischen Gesellschaft untereinander und die Wiederaufnahme des gegenwärtigen Verhandlungsprozesses sind wesentlich.	Restoring dialogue between all sectors of Palestinian society and restarting the current negotiation process are essential.
Vielleicht bezweifelt niemand, dass das Lukaschenko-Regime ein autoritäres Regime ist, aber es ist auch totalitär, genau wie das Castro-Regime in Kuba.	No one doubts, perhaps, that the Lukashenko regime is an authoritarian regime, but it is also totalitarian, just like the Castro regime in Cuba.
schriftlich. - (FR) Ich möchte Frau Bauer zu diesem ausgezeichneten Bericht beglückwünschen.	in writing. - (FR) I should like to congratulate Mrs Bauer on this very high-quality report.
Diese ständig zunehmenden Bewegungen scheinen eine neue Art des Protests gegen die unerträgliche politische und sozioökonomische Lage der Einheimischen dieser Gebiete zu sein.	The movements, which are steadily increasing, appear to be a new way of protesting against the unbearable political and socioeconomic situation of the indigenous inhabitants of these territories.
Wir sprechen darüber, wer eine gute Führungsperson sein könnte, und ich habe keinen Zweifel daran, dass dieser Herr der wirkliche Präsident der Europäischen Kommission ist.	We are talking about who is going to be the good leader, and I have no doubt that this gentleman is the real leader of the European Commission.
Die föderalistische Mehrheit des Europäischen Parlaments verstößt damit gegen grundlegende Verfassungsprinzipien.	The European Parliament's federalist majority is thus breaching fundamental constitutional principles.
Erstens ist es mir nicht ganz klar geworden, ob es ein flexibles System bilateraler Beziehungen der Europäischen Union zu den entsprechenden Ländern ist oder ein multilateraler Ansatz - etwa ein Europäischer Wirtschaftsraum plus.	Firstly, I am not altogether clear whether what is being proposed is a flexible system of bilateral relations between the EU and the various countries, or a multilateral approach - a kind of a 'European Economic Area plus'.
Deshalb haben ein paar Kollegen und ich einen Änderungsantrag mit dem Vorschlag eingereicht, Reise- und Aufenthaltskosten nur zu vergüten, wenn solche Ausgaben wirklich stattgefunden haben und mit Quittungen belegt werden können.	That is why I and a number of colleagues have tabled an amendment to the effect that travel and subsistence allowances can only be refunded on the basis of the actual costs incurred, for which documentary evidence must be provided.
"Diese wurde von verschiedenen Arbeitsgruppen im Rat sowie von der Permanent Intergovernmental Group ""L'Europe de l'enfance"" diskutiert, die aus hochrangigen Verantwortlichen für Kinder- und Familienpolitik in den Mitgliedstaaten besteht."	This was discussed by various working groups in the Council and the Permanent Intergovernmental Group L'Europe de l'enfance, which is made up of high-ranking officials with responsibility for child and family policy in the Member States.
Diese Wohnungen, Herr Martinez, wurden nicht von der NATO, sondern von Ihren dortigen Freunden, von einigen serbischen paramilitärischen Organisationen, zerstört.	Those homes, Mr Martinez, were destroyed not by NATO but by your friends there, that is to say, by certain Serbian paramilitary organisations.
Ich bin mir absolut sicher, dass die Europäische Union und die Kommission dazu in der Lage sind.	I am absolutely sure that the European Union and the Commission can do that.
Es ist ihnen egal, sofern sie ihren Weg durch die Regierungen bekommen - wie der im Vereinigten Königreich - indem sie ihre Wähler anlügen, ein unaufrichtiges Mandat bekommen, ein Referendum zu diesen Fragen versprechen und dann dieses Versprechen brechen.	They do not care if they get their way by governments - like the one in the UK - lying to their electorate, getting a false mandate, promising a referendum on these matters and then reneging on that promise.
Ich denke, dass diese Maßnahmen von der Kommission und diese Vorschläge erst der Anfang der Entwicklung einer Energiesicherheitspolitik sind.	I think that these measures from the Commission and these proposals are just the start of devising an energy security policy.
Mit der Ernennung eines EU-Sonderbeauftragten für den Friedensprozeß im Jahr 1996 hat die Union ihr Engagement und ihre Präsenz in der Region beträchtlich verstärkt.	With the appointment of an EU special envoy for the peace process in 1996, the Union considerably enhanced its commitment and presence in the region.
Ich möchte bloß als generelle Beobachtung bemerken, dass es ausgezeichnet ist, dass den Vorschlägen und auch sonst dem Bericht breit zugestimmt wird.	I will merely note as a general observation that it is excellent that there is broad agreement on the proposals and the report otherwise.
Er muss in der Lage sein, dem Europäischen Parlament und seinen offiziellen, ins Ausland reisenden Delegationen sowohl in Brüssel als auch in Drittländern seine Unterstützung anzubieten.	It must be able to offer its assistance, both in Brussels and in third countries, to the European Parliament and to its official delegations which travel abroad.
Herr Präsident! Am 11. Februar dieses Jahres hat der Vizepräsident des kambodschanischen Parlaments, Herr Son Soubert, bei einem privaten Gespräch geäußert, daß er die Machtübernahme des gegenwärtigen Premierministers im letzten Jahr als einen Putsch ansehe.	Mr President, on 11 February this year the vice-president of the Cambodian parliament, Mr Son Soubert, let slip in a private conversation that he thought the way the present prime minister seized power last year amounted to a coup d'état.
Aber entgegen dem Wortlaut des gerade von mir erwähnten Korrigendums wird es zum Abschluss dieser Aussprache keine Entschließung geben.	Nevertheless, despite what the corrigendum that I have mentioned says, there will be no resolution at the end of this debate.
Wir werden den Inhalt und die tatsächliche Relevanz dieses Dokuments aufmerksam prüfen.	We will very closely follow the content and effective scope of this document.
Daß er darin die Ursache für die organisierte Kriminalität und für gesellschaftliche Probleme sieht, ist wirklich empörend.	The fact that he quotes this as a cause of organised crime and social problems is truly appalling.
Schließlich, ist die aktuelle Krise im Euroraum und der Mangel an Solidarität von Mitgliedstaaten bei ihrer Bewältigung eine Bedrohung für den Erfolg dieses ehrgeizigen Projekts?	Finally, does the current crisis in the euro area and the lack of solidarity of Member States in tackling it present a threat to the success of this ambitious project?
Herr Präsident! Die sozialdemokratische Fraktion kann sich zum Ende der Debatte dem Lob für Kommissarin Gradin und Frau Waddington anschließen.	Mr President, at the end of this debate, the Group of the Party of European Socialists is able to join in applauding Commissioner Gradin and Mrs Waddington.
Denn der so genannte europäische Gedanke wird nicht durch jene gefährdet, die den Lissabon-Vertrag ablehnen.	The so-called European idea is not thrown into jeopardy by those who reject the Lisbon Treaty.
Ich bin manchmal, zumindest in indirekter Form, an den Verhandlungen über einige der Fischereiabkommen beteiligt, und es ist äußerst schwierig, den Lauf der Dinge genau vorauszusagen. Ich werde Ihnen ein Beispiel geben: das Fischereiabkommen mit Südafrika.	With regard to fisheries agreements, however, and inasmuch as I am involved from time to time, at least collaterally, in negotiating some of these agreements, it is extremely difficult to make a reliable prediction.
Die Aneignung von Qualifikationen ist unentbehrlich, will man die Zukunft unserer Bürger in einer Wissensgesellschaft sichern, einer Gesellschaft, die mehr und mehr dem Wettbewerb unterliegt.	The acquisition of qualifications is indispensable if we want to ensure the future of our citizens in a knowledge-based society, a society increasingly subject to competition.
Die große Mehrheit der Redner hat den ausgezeichneten Bericht und die Arbeit der Koberichterstatter zu Recht gewürdigt.	The vast majority of the comments have rightly paid tribute to this excellent report and to the work of the co-rapporteurs.
Wir sprechen über etwas ganz Anderes, wie jeder weiß. Wir sprechen auch über etwas, das dem Standpunkt der internationalen Gemeinschaft zuwiderläuft.	We are talking about something altogether different, as everyone knows; we are also talking about something that runs counter to the position held by the international community.
Im Idealfall dürften wir dazu im Verlauf des nächsten Sommers, am Ende des jetzigen Halbjahres, bereit sein.	Ideally, we would like to be ready to issue this assessment during the course of the summer, at the end of this six-month period.
Der spanische Außenminister hat mir kürzlich die Stellungnahme des Staatsrates übermittelt, auf die wir, wie Sie wissen, gewartet haben.	The Spanish Minister for Foreign Affairs wrote to me a few days ago in order to pass onto me the opinion of the Council of State.
Der Gefahrgutanteil am Güterverkehr liegt heute bei 8 %, und es ist gut, dass dieser Bericht versucht, die Forderungen der bislang geltenden vier Richtlinien im Einklang mit den geltenden internationalen Abkommen zu vereinheitlichen.	Today, dangerous goods account for approximately 8% of all freight traffic and it is good that this report aims to merge the existing four Directives, in accordance with the applicable international agreements.
All dies steht z. B. im Gegensatz zur Politik eines Mitgliedstaats, d. h. zur Außenpolitik der Prodi-D'Alema-Regierung, einer dubiosen, äußerst gefährlichen und vielleicht sogar selbstmörderischen Politik.	All that is in contrast, for example, to one Member State's policy, that is to say the foreign policy of the Prodi-D'Alema Government, which is a dubious, extremely dangerous and perhaps even suicidal policy.
Herr Präsident, Herr Kommissar! Wir analysieren hier die Halbzeitbewertung der Reform der GAP in drei wichtigen Sektoren, die für den Mittelmeerraum von besonderer Bedeutung sind.	Mr President, Commissioner, we are concerned with the interim reform of the CAP for three major sectors that are particularly important to the Mediterranean area.
Ich würde sogar sagen, dass die gemeinsame Außenpolitik verantwortungsvoll einen ihrer wichtigsten Tests seit ihren Anfängen bestanden hat.	I would even say that the common foreign policy has responsibly passed one of its most serious tests since its creation.
Seitdem stolpert Burundi von einer Krise in die nächste, und dabei verloren viele Tausende ihr Leben.	Since this period, Burundi has lurched from crisis to crisis, with many thousands of people losing their lives in the process.
Im Assoziierungsabkommen mit Marokko wird ausdrücklich auf die Notwendigkeit des Dialogs über die 'illegale Einwanderung und die Bedingungen für die Rückkehr' und 'die Verringerung des Migrationsdrucks' als eine vorrangige Maßnahme hingewiesen.	The Association Agreement with Morocco includes among its areas for priority action the need for dialogue to deal with illegal immigration and the conditions of return and the need to reduce migratory pressure.
"Herr Präsident, ich probiere die uns zur Verfügung stehende neue Regelung aus, mit der wir unsere ""Blue-Card"" nutzen können."	Mr President, I am trying out the new rule we have so that we can use our blue paper.
Dabei gilt der Grundsatz: Im Sinne der Subsidiarität hat der Staat nicht das Recht, erst die Belastung hochzuschrauben und dann über den Umweg einer teueren Bürokratie wieder Geschenke an seine Bürger zu verteilen.	There is the principle here that, within the meaning of subsidiarity, the State does not have the right to increase the tax burden and then to re-distribute gifts to its citizens indirectly by way of an expensive bureaucracy.
Auch in unseren Ländern, in den Ländern der Europäischen Union, werden Anschuldigungen dieser Art erhoben.	We even make such accusations in our own countries in the European Union.
Ich glaube, die Problematik der Chemikalienpolitik zeigt auch, dass uns ein eigener Ausschuss für nachhaltige Entwicklung nicht aus der Patsche hilft.	I believe that the problems with chemicals policy also show that having our own committee on sustainable development does not help us out of the difficulties.
Daher will ich die folgende Frage an die Kommission richten: Sind Sie der Ansicht, dass eine klare Abgrenzung zwischen dem, was patentierbar und dem, was nicht patentierbar ist, in diesem Text erforderlich ist oder nicht?	I would therefore like to ask the Commission the following question: do you or do you not think that a clear distinction between what is patentable and what is not is essential to this text?
Wie das Europäische Parlament haben auch wir im Rat mehrmals unsere Enttäuschung über den Stand der Dinge – insbesondere im Zusammenhang mit dem Entlastungsverfahren – zum Ausdruck gebracht.	As you have in this House, so likewise we in the Council have repeatedly expressed our disappointment at the situation, particularly in connection with the discharge procedure.
Ich persönlich sage, sie sollte grenzüberschreitende Gesundheitsbedrohungen berücksichtigen; wir haben davon gehört, wir wissen von der Grippepandemie.	For my part I say it should include trans-border health threats; we have heard about those, we know about the flu pandemic.
Daher stimme ich dem Änderungsantrag 16 von Frau Pack uneingeschränkt zu, wonach Antragsteller nach der Einreichung ihrer Unterlagen Fehler korrigieren dürfen.	Therefore, I completely endorse Mrs Pack's Amendment 16, which gives applicants the opportunity to correct errors after submitting their applications.
Ich kann der Logik hinter der Arbeit des Europäischen Parlaments in Bezug auf den Klimawandel nicht folgen.	I cannot follow the logic behind the work of the European Parliament on climate change.
Herr Präsident! Der westliche Balkan war immer das Versuchsfeld, auf dem die Effektivität der außenpolitischen Aktivitäten der Europäischen Union getestet wurde.	– Mr President, the Western Balkans have always been the testing ground for trying out the efficacy of the European Union's external action.
"Ich zitiere: "" Die europäischen Bürger sind im allgemeinen nicht sehr begeistert von der Entwicklung der europäischen Integration."	"I quote: ""European Citizens are in general not very enthusiastic about the development of European integration."
Die Kommission wird alle in diesem Zusammenhang nützlichen Informationen an die verehrten Parlamentsmitglieder weiterleiten.	Our delegation in Mexico continues to report all developments and is in regular contract will all parties concerned.
Erster Punkt: Bei den Programmen 2000-2006 gibt es deutliche Fortschritte beim Abbau der eingetretenen Verzögerungen.	My first point is that the 2000-2006 programmes are honestly making up lost time.
Mitglied der Kommission. - Herr Präsident, heute gibt es in der ganzen Europäischen Union 23 Millionen arbeitslose Menschen, was einer Arbeitslosenquote von etwa 10 % entspricht.	Member of the Commission. - Mr President, today, there are 23 million unemployed people across the European Union, corresponding to an unemployment rate of about 10%.
Zu einem Zeitpunkt, an dem wir über die Zukunft der GAP sprechen, darf dieses Bedürfnis und dieses Recht auf Nahrung, das für alle universell gelten sollte, nicht übersehen werden.	At a time when we are considering the future of the CAP, it seems necessary not to overlook this need and this right - which should be universal - to food for all.
Sie war sehr erfreut darüber, dass die Reise hierher so schnell ging.	She was very pleased to be here in such a short time.
Als das Callcenter einer Bausparkasse in Hertfordshire, in meinem Wahlkreis, Arbeitskräfte freisetzte, waren wir binnen 24 Stunden in der Lage, EU-Mittel zur Unterstützung der betroffenen Mitarbeiter abzurufen. Dieser Fall zeigt, wie Europa unseren örtlichen Gemeinden effektiv helfen kann.	Already, when a building society call centre in Hertfordshire, in my constituency, shed jobs, within 24 hours we were able to call in European-funded response to redundancy aid, showing how Europe can give real help to our local communities.
Außerdem wollen wir bei der gegenwärtigen Aktualisierung der beschäftigungspolitischen Leitlinien erreichen, dass dieses Parlament die Möglichkeit hat, sie zu begleiten und ihre Einhaltung durch die Mitgliedstaaten zu überwachen.	Finally, since we are now updating them, we want this Parliament to be able to monitor the employment guidelines and compliance with them by the Member States.
Es ist unsere Aufgabe, glaubwürdige und realisierbare Partnerschaften mittels Dialog und Beratung zwischen unseren jeweiligen Parlamenten aufzubauen.	It is our task to build credible and workable partnerships through dialogue and consultation between our respective parliaments.
Frau Präsidentin, das ist keine Debatte über dieses Thema, aber es ist nicht gerade aufrichtig vom Personalrat, zu behaupten, er habe die Demonstrationen nicht organisiert, obwohl er überall auf dem Gelände Plakate mit einem Demonstrationsaufruf angebracht hat.	Madam President, we are not having a debate on it, but it is somewhat disingenuous of the staff committee to say that they were not organizing it when they had put posters all around the building convening it.
Während der Mini-Tagung im Februar legte ich meinen Bedenken über die sich zuspitzende Lage in den Ländern Nordafrikas und die daraus folgenden Konsequenzen für Europa dar.	During the February mini-session, I expressed my concerns about the deteriorating situations in the countries of North Africa and their resulting repercussions in Europe.
Was wir erhielten, war zum Teil ein Bericht voller Schuldzuweisungen, der - so fürchte ich - viele Stakeholder abschrecken wird.	What we got was partly a name and shame report, which I fear will alienate many of the stakeholders.
Wir müssen klar erkennen, dass die auf dem Gipfel von Riad besiegelte Friedensinitiative keine Chance auf Erfolg hat, wenn wir Europäer uns nicht dafür einsetzen, die politische und wirtschaftliche Blockade gegen die palästinensische Regierung aufzuheben.	Let us think clearly, the peace initiative drawn up at the Riyadh Summit has no chance of succeeding unless we Europeans work towards lifting the political and economic siege being suffered by the Palestinian Government.
Schon eine ganz geringe Steuer von nur 0, 5 Prozent der Kapitalsummen könnte erheblich dazu beitragen, daß insbesondere kurzfristige Anlagen bzw. die eigentliche Spekulation beträchtlich zurückgingen.	Even a very low tax, of the order of 0.5 % on the quantity of capital exchanged could have a significant effect on reducing particularly short-term placements or speculation proper.
Wir müssen den Schutz der Verbraucher im Hinblick auf Wirksamkeit und Sicherheit gewährleisten, aber letzten Endes müssen wir den Verbraucher frei entscheiden lassen.	We must protect the consumer in terms of efficacy and safety, but at the end of the day we must leave the choice with the consumer.
Denn jetzt ist dies geheimnisumwittert, was nicht notwendig ist, haben wir als Parlament doch stets die Durchführung dieses Audits verlangt, um zu überprüfen, wie mit den Sekretariatszulagen umgegangen wird.	After all, this is currently surrounded by secrecy and this is not necessary, because we, as Parliament, have always requested that this audit be carried out and that an inquiry be conducted into how the secretariat allowances are managed.
Das ist der Grundsatz unserer Politik, und daran wird sich nichts ändern.	This is the principle on which our policy is based and nothing will change in this regard.
Vor allem die bisherigen Erfahrungen mit Kennzeichnungen sollten Anlass für sorgfältiges Abwägen geben.	Previous experience of labelling, in particular, gives cause for careful consideration.
Meine Sorge geht darauf zurück, daß derzeit im Hinblick auf die Mittelmeerländer die Glaubwürdigkeit der Union auf dem Spiel steht, denn wir haben eine Mittelmeerpolitik verabschiedet und müssen nun unseren Verpflichtungen nachkommen.	I am concerned that at this moment the Union's credibility is at stake vis-à-vis the Mediterranean countries because we have approved a Euro-Mediterranean policy and we must honour our commitments.
Wir legen der Regierung auch nahe, eine Kommission für Wahrheitsfindung und Versöhnung einzusetzen, die von so vielen in der Zivilgesellschaft gefordert wird.	We also invite the government to set up a truth and reconciliation commission, as has been called for by so many in civil society.
Er sagte, wir wollten den nationalen Wettbewerbsbehörden mehr Befugnisse übertragen.	He said that we want to give more power to the national competition authorities.
Wer im Irak war, weiß, wie die Situation dort ist.	Anyone who has been in Iraq will know what the situation there is like.
Der vorliegende Bericht wird von uns uneingeschränkt unterstützt, und wir möchten den Kollegen Wolf nochmals sehr aufrichtig zu diesem Bericht beglückwünschen.	We fully support this report and wish to congratulate Mr Wolf again on this excellent work.
Ich bitte Sie, uns über diesen Änderungsantrag abstimmen zu lassen.	I would appreciate it if we could take a vote on that amendment.
Für mich ist dies ganz klar der Kurs, den wir unter den gegebenen wirtschaftlichen Umständen in der Europäischen Union einschlagen müssen.	For me, this is sure that this is the line to be taken under the present economic conditions in the European Union.
Also zu dem, was Alan Donnelly vorschlägt: Ja, wir werden das machen und sehr schnell umsetzen.	So, in response to what Alan Donnelly suggests: yes we will do so and transpose it very quickly.
Die ganze Diskussion der letzten Wochen, die auch von Herrn Giscard d'Estaing ausgelöst wurde, hat ganz bestimmt nicht das Ergebnis erzielt, das der frühere französische Präsident gewollt hat.	I am sure that all the debates of the last few weeks, including those triggered by Mr Giscard d'Estaing, have not achieved the outcome that the former French president wanted.
Darüber hinaus haben sich einige EU-Mitgliedstaaten einzeln dafür ausgesprochen, Verhandlungen über ein rechtsverbindliches Protokoll zu den Risiken von Splitterbomben für die menschliche Bevölkerung aufzunehmen.	In addition, several EU Member States have individually pledged to start negotiations on a legally binding protocol which would respond to the risks to humanity arising from cluster bombs.
Ich denke, die Konferenz der Präsidenten könnte sich bis zum nächsten Mal mit dieser Frage befassen, um die Dinge abzustimmen.	Actually I think the Conference of Presidents could look at this matter for next time, so as to harmonize things.
Die persönliche Integrität des einzelnen Abgeordneten und der einzelnen Bürger muss geschützt werden.	It is important to safeguard the integrity of individual parliamentarians and individual citizens.
Dies ist ein schwarzes Kapitel in der Geschichte der Vereinten Nationen, das weder rechtlich noch faktisch hinnehmbar ist.	This is a dark moment in the history of the United Nations, which is unacceptable in law, unacceptable in actual fact.
Ich bedanke mich sehr bei Präsident Sarkozy und natürlich auch bei Präsident Barroso, dass sie uns heute ihre Zeit schenken.	I am very grateful to President Sarkozy and of course also to President Barroso for giving us their time today.
Der erste Reaktor der Organisation für die Entwicklung der Energiewirtschaft auf der koreanischen Halbinsel (KEDO), der bis zum Ablauf des Jahres ans Netz gehen sollte, wird nach aktuellen Angaben sieben Jahre später in Betrieb genommen.	The first reactor from KEDO scheduled to be online by the end of next year is currently running seven years late.
Dies ist offensichtlich ein zentrales Problem für den Sektor Wasserversorgung, und die Kommission bemüht sich über ihre verschiedenen Instrumente, die Gebietskörperschaften zu unterstützen und Partnerschaften zwischen lokalen Akteuren aus dem Norden und dem Süden zu stärken.	This is obviously a central issue for the water sector and the Commission, through its different instruments, is working to increase support to local authorities and reinforce partnerships between local actors from the North and the South.
Drittens droht mit der Produktionseinstellung von Qimonda allein in einer Region wie Sachsen der Verlust des kooperativen Kerns eines Netzwerks von ca. 40 000 Beschäftigten.	Thirdly, the closing down of production at Qimonda will mean the loss of the cooperative core of a network of around 40 000 jobs in a region like Saxony alone.
Europa ist wie ein Leuchtfeuer und hat viele Länder, nicht nur im Osten, sondern auch im Westen und Süden Europas, zu Freiheit und Demokratie geleitet.	Europe has acted as a beacon that has guided many countries, not just in the East, but also in the West and the South of Europe, towards freedom and democracy.
Die zweite begrüßenswerte Neuerung betrifft die „Toolbox“ für Länder, in Bezug auf die vor kurzem das Waffenembargo aufgehoben wurde.	The second welcome new element is the ‘toolbox’, intended for countries where an arms embargo has just been lifted.
- Frau Präsidentin, wir sollten alles tun, um den moralischen Verfall Europas aufzuhalten.	- Madam President, we should do everything we can to halt Europe's moral decline.
Dies stellt eine Diskriminierung von Luftfahrtunternehmen der EU dar, die in einem Mitgliedstaat niedergelassen sind und sich im Besitz von Staatsangehörigen anderer Mitgliedstaaten befinden.	This has been found to constitute discrimination against EU carriers established in the territory of a Member State but owned and controlled by nationals of other Member States.
Der zweite Punkt, den ich ansprechen möchte, ist das wesentliche Problem der Menschlichkeit in dieser Welt.	The second point that I want to cover is the basic problem of humanity in this world.
Tatsache ist nämlich, daß der Europagedanke gerade durch Betrug, Verschwendung und Mißwirtschaft besonders in Mißkredit gebracht wird.	It is a fact that fraud, wastage and mismanagement in particular are bringing the European ideal into disrepute.
Ich begrüße daher, dass wir in diesem Parlament fraktionsübergreifend einen Entschließungsantrag erarbeitet haben, der zum Ziel hat, diesen Missstand zu beheben.	I do, however, welcome the fact that here in this House we have come up with a cross-party motion for a resolution aimed at resolving this deplorable situation.
Als Europäisches Parlament dürfen wir keine Angst vor der Biotechnologie haben.	We, as the European people's representation must not be frightened of biotechnology.
Die Slowakei setzt nur rund 25 % der verfügbaren Strukturfondsmittel für umweltpolitische Zwecke ein.	Slovakia has been using only about 25% of available structural funds for environmental purposes.
In diesen Fragen sind wir im Wesentlichen einer Meinung, und ich freue mich, dass es mein Mandat zulässt, konkrete Vorschläge auszuarbeiten, um zur Verwirklichung dieser gemeinsamen Ziele beizutragen.	We fundamentally agree on those issues, and I am very glad that the scope of my mandate allows me to work out concrete proposals to help realise these common aspirations.
Was die Aufarbeitung von Kriegsverbrechen betrifft, scheint Kroatien mit der Vergangenheit aufzuräumen: etwa bezüglich der Unterstützung zurückkehrender Kriegsflüchtlinge.	When it comes to addressing the issue of war crimes, Croatia seems to be moving away from its past, for example by providing support for returning war refugees.
Damit meine ich, daß bekanntermaßen mehrere Mitglieder der Kommission eigene Vorschläge gemacht haben, wer die Verpackungskennzeichnung eigentlich koordinieren müßte, wer also in dieser Angelegenheit in der Kommission zum Papst gewählt werden sollte.	What I mean is that the many Commissioners, as is well known, have made their own proposals as to who should really coordinate labelling practice and who should be elected 'Pope' in the Commission on this matter.
Alle in der Union gefertigten Neufahrzeuge werden die technischen Vorschriften und Maßnahmen erfüllen müssen, mit denen ihre Umweltschädlichkeit verringert, ihr Lärmpegel gesenkt und die Verkehrssicherheit erhöht wird.	All new vehicles manufactured in the Union will be subject to compliance with the technical requirements and measures which will reduce their environmental impact, decrease associated noise pollution and increase their road safety.
