source_zh	target_en
更糟糕的是，特朗普要求，要“让双方平等 ” ， 中国得采购5,000万美元的美国产品 — — 否则就要征收关税，让未来美国开发商采购中国建筑材料变得更加昂贵。	Worse, Trump would demand that, to “even things out,” China purchase $50 million of US products – or face tariffs that make it more expensive for future US developers to purchase construction materials from China.
根据2009年和2012年国际学生评估计划（Program for International Student Assessment）的数据，上海十五岁年龄组学生在数学、科学和阅读能力方面表现在65个国家（其中包括34个经合组织国家）中名列前茅。	Fifteen-year-olds in Shanghai outperformed students from 65 countries, including 34 OECD countries, in mathematics, science, and reading, according to the Program for International Student Assessment in 2009 and 2012.
如今，决策者还必须将更多的注意力用于医疗工作人员本身，以确保医疗工作人员接受良好的教育和培训，应对地区所面临的挑战。	And now policymakers must also devote more attention to the health-care workforce itself, to ensure that it is properly educated and trained for the challenges that await the region.
不管最后的事实如何，这位巴西-黎巴嫩-法国混血执行官的职业生涯 — — 其中他执掌日产18年，执掌雷诺13年 — — 也将戛然而止。	Whatever facts eventually emerge, the Brazilian-Lebanese-French executive’s career, which included 18 years running Nissan and 13 years running Renault, has come to an abrupt end.
金融部门得到的补贴之巨令人咋舌，在现行政策下，补贴还将进一步增加 — — 这些补贴的首要作用是支持了最发达国家最高端1%人群的生活方式。	The extent of subsidies in this sector is stunning and, under current policies, will only increase over time – thereby primarily supporting the lifestyles of the top 1% of people in very rich countries.
通过解决疾病、饥饿和水污染等燃眉之急来打破贫困的循环不仅会明显地改善民生；它还能够增强人们对气候变化的应对能力。	Breaking the circle of poverty by addressing the most pressing issues of disease, hunger, and polluted water will not only do obvious good; it will also make people less vulnerable to the effects of climate change.
欧洲精英必须还原欧盟创立的指导原则，认识到我们对现实的理解具有先天性的不完美，而观念注定是有偏颇的，机构注定是有缺陷的。	The European elite needs to revert to the principles that guided the Union’s creation, recognizing that our understanding of reality is inherently imperfect, and that perceptions are bound to be biased and institutions flawed.
现在我们必须做的是为更加稳定的阿富汗、为在一个对全球稳定具有重大意义的地区的可持续的国际介入创造一个框架。	What we must do now is create the framework for a more stable Afghanistan, and for sustained international engagement in a region that is crucial for global stability.
另一方面，如果卡斯特罗真的没有前来，那么一些ALBA国家，包括两个哥伦比亚希望改善关系的邻国（厄瓜多尔和委内瑞拉）可能也不会来了。	If, on the other hand, Castro did not attend, some of the ALBA members, including two neighbors with which Colombia hopes to improve relations – Ecuador and Venezuela – might not show up, either.
这样一来，确保高风险债务不出篓子（2007—2008年金融危机的原因就在于此）就和银行管理者的个人财务利益绑在了一起。	As a result, bank managers would have a personal financial stake in ensuring that the risky obligations do not blow up, as they did during the 2007-2008 financial crisis.
此外，罗姆尼信誓旦旦称要控告美国的第三大出口市场中国操纵汇率，并对中国进口产品征收高额的关税，这几乎肯定会招致中国方面的报复，从而损害美国的出口和就业。	Moreover, Romney’s promise to charge China, America’s third-largest export market, with currency manipulation, and to impose large tariffs on Chinese imports, would almost certainly invite retaliation, causing a decline in US exports and jobs.
这样做的结果是巨大的预算赤字，预算赤字在接下来的一年内，会在更多的衰退、银行救援以及短期财政刺激措施的压力下变得数额巨大（或许会到1万亿美元 ） 。	The result is a massive budget deficit, which will expand to gargantuan proportions in the coming year (perhaps $1 trillion) under the added weight of recession, bank bailouts, and short-term fiscal stimulus measures.
苏格兰也许会试图保持其自身货币与英镑的平价，但这需要比苏格兰中央银行所能拥有的更大的储备量，至少在一开始是如此。	Scotland might try to keep its currency at par with sterling, but this would require larger reserves than a Scottish central bank could command, at least at the outset.
在巴西，政府一直在削减其为数巨大的财政赤字，与此同时，其经济正从几十年来最深度的衰退中复苏（尽管最近缠上总统特梅尔的腐败丑闻可能令复苏中断 ） 。	In Brazil, the government has been cutting an enormous fiscal deficit just as the economy is recovering from its deepest recession in decades (though the corruption scandal now embroiling President Michel Temer may derail that effort).
高克的演讲反映了一篇重要新报告道中的思想。 这篇报告由政治和科学基金会（Stiftung Wissenschaft und Politik）以及美国德国马歇尔基金会（German Marshall Fund of the United States ） ， 题目是《新大国、新责任 》 （ New Power, New Responsibility ） 。	Gauck’s speech reflected the thinking in an important new report, entitled New Power, New Responsibility, released by the Stiftung Wissenschaft und Politik and the German Marshall Fund of the United States.
新德里—全世界金融领导人正准备齐聚华盛顿参加国际货币基金组织（IMF）春季年会，他们的希望 — — 以及恐惧 — — 都集中在中国身上。	NEW DELHI – As the world’s financial leaders gather in Washington, DC, for the annual spring meeting of the International Monetary Fund, their hopes – and fears – center on China.
自由的市场经济和法律传统对于金融中心的生存不可或缺，当然帮助它们崛起，但是最初的崛起总是历史演变，而不是政府的战略打造出来的。	A free-market economy and its legal traditions -- both indispensable to the survival of financial centers – certainly helps them to rise, but that initial rise has always been attributable to historical evolution, not government strategy.
我的选择是让它更加直言不讳地解释为何要继续等待 ： “ 摆脱零利率底限是很难的，我们希望等到通胀率超过3％以最终确认，然后我们会采取合理的行动速度来恢复正常化 。 ”	My choice would be to have it explain the case for waiting more forthrightly: “Getting off the zero bound is hard, we want to see inflation over 3% to be absolutely sure, and then we will move with reasonable speed to normalize.”
这个方案－在最近的欧盟理事会上被作为谈判的基础通过－总体上允许一些成员国可以不履行它们按理应当履行的京都议定书排放量分担目标。	This approach – endorsed as a basis for negotiation in the recent EU Council – amounted to allowing some member states not to fulfill their supposedly binding Kyoto burden-sharing targets.
但接下来，在埃维昂的那个月中，尽管许多欧洲代表团对于德国和奥地利犹太人所经受的折磨表示诚挚的哀悼，但并不准备采取实质行动。	And yet in Évian the following month, although many European delegations voiced eloquent dismay over the torment experienced by the Jews of Germany and Austria, they were unprepared to take concrete action.
与此同时，美国和其它在阿富汗有利益关系的大国，必须设法减少印度在阿富汗的活动，这些活动被巴基斯坦视为对他们的威胁。 若这些政策没有威胁作用，也要确保其有更大的透明度。	At the same time, the US and other powers with a stake in Afghanistan must seek to reduce Indian activities in Afghanistan that Pakistan sees as threatening, or, if those policies are not threatening, assure greater transparency for them.
在2008年危机爆发前，中低收入增长完全来自经济中的不可贸易部门，该部门大约要占发达国家产出和就业的三分之二。	Until the crisis of 2008, middle- and lower-income job growth occurred entirely in the non-tradable sector of the economy, which accounts for roughly two-thirds of advanced countries’ output and employment.
他明白，领导岗位通常根据个人关系而非能力分配，并且是终身制，整套体制因为效率低下、不愿冒险、缺乏专业能力而举步维艰。	With leadership positions allocated – often for life – on the basis of personal connections, rather than merit, he understood that the system suffered from gross inefficiency, risk aversion, and a lack of technical expertise.
近几十年来，随着预期寿命的延长以及二战后婴儿潮一代开始为退休而储蓄，金融资产相对任何经济活动指标都大幅扩张。	In recent decades, financial assets have expanded dramatically relative to any measure of economic activity, as life expectancy increased and the post-WWII baby boomers began to think about saving for retirement.
事实上，57个国家 — — 包括法国、德国和英国等主要大国 — — 已经加入亚投行并成为创始成员国，这或许反映出越来越多的人认识到美国主导的秩序回报正在下降。	In fact, 57 countries – including major powers like France, Germany, and the United Kingdom – have signed up as founding members, which may reflect a growing awareness of the US-dominated order’s diminishing returns.
基欧汉的核心洞见是，国际货币基金组织（IMF ） 、 世界卫生组织等机构，甚至G20这样的临时性安排，它们在成立时也许需要有一个明确的领导者，但保持运行未必需要。	Keohane’s core insight was that the creation of institutions like the International Monetary Fund, the World Health Organization, and even ad hoc institutions like the G20 may require a clear leader, but running them may not.
我对20世纪80年代末仍然记忆犹新，这不仅是因为那时对自由的期待，而且因为对我刚出生的女儿来说，一点儿婴儿食品都没有。	I remember the late 1980’s not only for its hopes for freedom, but also for a total absence of baby food for my newborn daughter.
我所听到的最好的解释 — — 尽管仍不够充分，也只是个假说 — — 是，这契合了我们的认知偏见，因为它告诉了我们想听的东西。	The best – albeit inadequate and highly tentative – explanation that I have heard is that it fits with our cognitive biases, because it tells us what we want to hear.
即使众议院真的弹劾特朗普 — — 能不能弹劾现在还根本无法确定 — — 要想在参议院将他定罪也将是极其困难的。	Even if the House were to impeach Trump – no sure thing – convicting him in the Senate would be extremely difficult.
2014年4月，时任美国国务卿克里告诉美国国会，以巴直接对话因为以色列宣布要为约旦河西岸的以色列人建立700个新住宅单位而“戛然而止 ” 。	In April 2014, then-US Secretary of State John Kerry told the US Congress that direct talks between Israel and Palestine went “poof” when Israel announced 700 new housing units for Israelis in the West Bank.
在我的书《资本主义4.0 》 （ Capitalism 4.0）中我指出，2008年危机所预兆的第四次全球资本主义系统性崩溃之后也将发生可比的政治剧变。	In my book Capitalism 4.0, I argued that comparable political upheavals would follow the fourth systemic breakdown of global capitalism heralded by the 2008 crisis.
防止卡扎菲重建在突尼斯和埃及已经倒塌的恐惧之墙是防止已经到来的“阿拉伯春天”继之以不满的严冬的关键因素。	Preventing Qaddafi from rebuilding the wall of fear that fell in Tunisia and Egypt is essential if the “Arab spring” is not to be succeeded by a new winter of discontent.
如果托宾税能促使金融机构更多地用长期债务、更少地用隔夜回购来为自己融资，那么可以起到重要的稳定作用。	If a Tobin tax induced financial institutions to finance themselves with more longer-term debt and less overnight repo, it could play a significant stabilizing role.
对于这个情况，日本在1990年代那个所谓“失落的十年”也是有类似经验的，当时日本的预算赤字在全国资产泡沫爆破后急剧膨胀，导致经济发展陷入停滞。	Japan had a similar experience in the 1990’s, the country’s so-called “lost decade.” At that time, Japan’s budget deficit soared after the country’s property bubble burst, causing economic stagnation.
现在，我们可以确定，在前苏联领土范围内并不存在什么全球威胁，但来自伊朗和朝鲜这些国家的危险挑战却是切实存在的。	To be sure, there is no global threat on the scale of the former Soviet Union, but there are dangerous challenges emanating from such countries as Iran and North Korea.
对于中国这样的“赶超”国家，快速增长通常伴随着活跃的结构性变化，促使生产要素（特别是劳动力）从低生产率部门向高生产率部门转移。	For “catch-up” countries, like China, rapid growth is often accompanied by brisk structural change that moves factors of production, especially labor, from low-productivity activities to economic sectors with much higher productivity.
美国在世界各地的盟友惊异地注视着最近因提高联邦政府债务上限而引发的口水战，他们惊讶于美国国会无法达成任何均衡而具前瞻性的折衷协议。	America’s friends around the world watched with dismay the recent brawl in over raising the federal government’s debt ceiling, and the US Congress’s inability to come to anything like a balanced and forward-looking compromise.
如果从现在开始到2015年采取循序渐进的方式，把中等教育向每个儿童普及的花费将有可能以每年270亿美元至340美元的速度增加。	If a gradual approach is taken between now and 2015, the annual additional cost of extending secondary education to every child will likely be between $27 billion and $34 billion.
因为最大的机会在于通过采纳和推广今天的最佳做法以推动快速的生产力赶超，政治家们必须继续推动削减贸易和监管障碍，以促进市场一体化和竞争。	Because the biggest opportunities lie in spurring faster productivity catch-up by adopting and diffusing today’s best practices, politicians must keep pushing to reduce trade and regulatory barriers to market integration and competition.
但《第六修正案》却��不适用于关塔纳摩的囚犯，因为他们不是美国公民，并且被关押在从技术上讲并非位于美国领土的设施里，虽然这一设施完全在美国政府的控制之下。	But the Sixth Amendment does not apply to the Guantánamo prisoners, because they are not US citizens and are in a facility that, technically, is not part of US territory, although it is under the full control of the US government.
1945年岸信介以战犯身份被美国人囚禁，冷战开始后未经审判即被释放，并于1957年以保守党身份当选首相。	Imprisoned by the Americans as a war criminal in 1945, Kishi was released without trial at the beginning of the Cold War, and was elected Prime Minister as a conservative in 1957.
而在没有中国参与的情况下商讨这些规章可被视为是旨在最终诱使中国进入一个自由化全球体系的某一部分策略。	Negotiating these rules without China’s participation can be viewed as part of a strategy aimed at eventually coaxing China into a liberal global system.
食品与燃料价格的飚升与主要自然灾难在很多方面都起到了重要的影响，如破坏金融市场与居民的购买能力，甚至是破坏了政治的稳定。	Soaring food and fuel prices and major natural disasters played an important role in undermining financial markets, household purchasing power, and even political stability.
此外，精英控制组以治疗为重点的研究已经找到了病毒变异较小区域的线索，该结果可以在很大程度上帮助疫苗研究者。	Meanwhile, cure-focused studies of elite controllers are yielding clues about regions of the virus that mutate less, which could hold important lessons for vaccine researchers.
最近，大毒枭“矮子”华金·古兹曼（Joaquin “El Chapo” Guzman）从一间墨西哥监狱中越狱，凸显出边境墙的另一个弱点：地道。	The recent escape of the drug cartel leader Joaquin “El Chapo” Guzman from a Mexican prison highlights another vulnerability of border walls: tunnels.
看到成千上万的人参与这场辩论是一个振奋人心的事情，因为如果没有大众的参与，安全就是难以界定的问题，而那些迫在眉睫的重要改革也会缺乏政治合法性。	It is encouraging to see that many thousands are indeed getting involved, because without popular engagement, security will remain undefined, and the important reforms that are needed will lack political legitimacy.
首先，朝鲜政府威胁如果联合国不撤销其关于在国际刑事法院起诉朝鲜领导人反人类罪的建议，朝鲜就要进行更多的核试验。	First, the regime threatened to conduct more nuclear tests if the United Nations does not withdraw its recommendation to prosecute the country’s leaders for crimes against humanity at the International Criminal Court.
对大批避难者的应对要求欧盟加强其提供短期保护的能力 — — 或者需要对整个避难系统的运作进行重新检讨。	Dealing with any surge of asylum seekers will require the EU to strengthen its capacity to offer temporary protection – and possibly to reconsider how its overall asylum system works.
即使唐纳德·特朗普当选总统的噩梦被成功避免 — — 这种可能性越来越大 — — 美国也不再能够成为世界警察。	Even if the nightmare of a President Donald Trump is avoided, as appears increasingly likely, the United States can no longer be the world’s policeman.
这也许是当今世界最重要的挑战之一，因为如果我们希望全球稳定，美国人所掌握的独一无二的权力就需要被看作¾并且用作¾一种正义的力量。	This is probably one of the most important challenges for today’s world, for America retains a unique power that should be used – and be perceived – as a force for good if global stability is to prevail.
而且，奥巴马还利用经济危机的机会，做成了多年以来一直没有的做成的事情：将8国集团扩充到20国集团，在其中增加了一些主要的新兴市场国家。	Moreover, Obama used the crisis to accomplish what many had suggested for years: transform the G-8 into a broader institutional framework of a G-20 that includes the major emerging economies.
所以，不幸的是，即便欧洲即时醒悟，且新兴市场国家也对自由贸易抱有更大的热情，我们或许还是不能指望在未来十年里会达成大宗的全球性贸易协议。	So, unfortunately, even if Europe came to its senses and emerging markets showed greater enthusiasm for liberal trade, we may not see a big global deal until the next decade.
在德国，对两代中产阶级债券持有人的剥夺被看作是德国皇帝战争以及随后希特勒战争所导致的恶果 — — 换言之，这意味着民主制度的失败。	In Germany, the expropriation of two generations of middle-class bond holders was seen as the outcome of the Kaiser’s war, and then of Hitler’s war – in other words, a result of democratic failure.
同样，OMO语言学习可以将远程授课的国外教师、协助维持课堂气氛的本地助教，纠正发音的自主软件以及批改作业和考试的自主硬件结合在一起。	Similarly, OMO language learning will combine native teachers lecturing remotely, local assistants keeping the atmosphere fun, autonomous software correcting pronunciation, and autonomous hardware grading homework and tests.
比方说，在1990到2010年间年均降低5.6%之后，叙利亚的婴儿死亡率近年来已经增长了9.3 % 。	For example, after declining at an average annual rate of 5.6% between 1990 and 2010, Syria’s infant mortality rate has risen by 9.3% in recent years.
拉托诺夫自认为是一个诚实的无产阶级作家，是一名共产主义者，却被斯大林，红色政权的小丑，称为 “ svoloc ” （ 恶棍）和“balagancik ” （ 小丑 ） ， 一生受尽折磨。	A communist who considered himself an honest proletarian writer, but called by Stalin, the Red Clown of Power, “svoloc” (scoundrel) and “balagancik” (buffoon), Platonov lived a lifelong ordeal.
在这个例子中，这份威胁导致发布者被捕 — — 很多人希望这样的结果能够阻止社交媒体“直男癌”继续发出这样的威胁。	In that case, the threat led to the arrest of its issuer – an outcome that many hope will discourage future such threats from social-media misogynists.
此外，上述各国之间及其与美国间均签署了双边自由贸易协定（尽管官方名称为《美国哥伦比亚贸易促进协定》的议案尚待美国国会批准 ） 。	Moreover, each of the countries has bilateral free-trade agreements with the others and with the United States (though the US Congress has yet to approve the United States-Colombia Trade Promotion Agreement, as it is officially known).
石油输出国必须进一步提高它们的财政支出；日本和欧元地区必须通过结构改革刺激经济更快地增长；而美国必须实施具体的措施以保持更高的储蓄。	Oil exporters must increase fiscal spending further; Japan and the Euro area must trigger higher growth through structural reforms; and the US must implement concrete measures to sustain higher savings.
但即使是当前贸易规则所允许的过度保护主义的反倾销措施，也没有对贸易造成过度伤害，同时又为政治压力提供了安全阀。	Yet even the overtly protectionist anti-dumping measures allowed under existing trade rules have not been overly damaging to trade, while providing an escape valve for political pressure.
对于欧洲企业来说尤其如此，其股东的利益，而非政府的政治诡计，才是决定二级制裁（secondary sanctions）的结果的因素。	This is especially true of European firms, which will ultimately decide the outcome of the battle for secondary sanctions in cognizance of their shareholders’ interests, rather than the political machinations of their governments.
并且事实上，在新生欧洲经济共同体内部开放国界的1957年罗马条约促使欧洲内部贸易迅速扩大，从而促成了经济的共同复苏。	And, indeed, the 1957 Treaty of Rome, which opened national borders within the new European Economic Community, enabled the rapid proliferation of intra-European trade, thereby contributing to a shared economic recovery.
新任外交部长扎里夫（Javad Zarif）在所有参与谈判的国家领导人中间拥有极高的知名度和尊敬度，他将在任何谈判中起到重要作用。	The new foreign minister, Mohammad Javad Zarif, is well known and respected by the leaders of all of the countries participating in the negotiations, and he will assume important responsibilities in any talks that take place.
50多年来，人类时时刻刻都在战战兢兢地看着性命之所系的发丝，而政客却在为如何修复发丝的磨损而吵个不可开交。	For more than 50 years, humanity has warily eyed that lethal pendulum while statesmen debated how to mend its fraying cords.
现在这种资本流入的突然中断对于这些国家肯定是一个沉重打击，并且使它们面临着一个单靠自己无法解决的特殊挑战。	A sudden stop to such flows is a severe blow and raises special challenges that cannot be solved by these countries alone.
随着克里米亚投票无论以何种标准衡量都以非法方式脱离乌克兰加入俄联邦，以欧盟为代表的国际社会宣布拒绝接受这一结果。	With the vote to leave Ukraine and join the Russian Federation illegal by any reckoning, the international community, as the EU has declared, cannot accept the outcome.
