source_zh	target_en
卢旺达政府最近在全国课程体系中纳入了阿卡兹·卡诺泽计划的方法，让中等学校和TVET学生具备取得成功所需要的软技能。	The government recently integrated Akazi Kanoze’s approach in the national curriculum to equip secondary and TVET students with the soft skills they require to succeed.
2015年他确保了与六国 — — 中国、法国、德国、俄罗斯、英国和美国 — — 以及欧盟达成协议，暂停伊朗核计划以换取经济援助。	And, in 2015, he secured a deal with six countries – China, France, Germany, Russia, the United Kingdom, and the United States – along with the European Union to halt Iran’s nuclear program in exchange for economic relief.
可悲的是，乌克兰并不是唯一的例子：1958至1961年毛泽东在中国开展的大跃进造成的人员伤亡更大，估计导致大概1，500万到4，500万人死于非命。	Sadly, Ukraine is not the only example: The human toll in China of Mao Zedong’s Great Leap Forward of 1958-1961 was even greater, causing an estimated 15-45 million deaths.
佛山市政府在20世纪80年代初便是第一批试点乡镇企业和民营经济的地方政府之一，在培养民营企业方面起到了重要的领头作用。	Foshan’s municipal government, which was among the first to experiment with township and village enterprises and privatization in the early 1980s, has played an important role in buoying private enterprise.
如今，发展专家大体上都来自新兴和发展中国家 — — 毕竟，这些国家生活在发展中 — — 因此，世界银行行长应该出自这些国家中的一个似乎是理所当然的。	Since expertise on development by and large lies within the emerging and developing countries – after all, they live development – it seems natural that the World Bank’s head would come from one of those countries.
首先，总统弗朗索瓦·奥朗德（François Hollande）担心欧元会对其他世界主要货币升值，并呼吁设定汇率目标。	First, President François Hollande, worried about the euro’s appreciation against other major world currencies, called for an exchange-rate target.
在贸易方面，美国总统特朗普不断升级的对华贸易战升级正在占据新闻头条，但特朗普在远非批评中国的唯一一人。	When it comes to trade, US President Donald Trump’s escalating trade war with China is grabbing headlines, but Trump is far from alone in criticizing China.
因此，在即将到来的仙台联合国会议上，世界领导人应该形成一致，通过修订HFA加大措施力度治理因海平面上升、全球变暖、大规模城市化和人口快速增加带来的风险。	That is why, at the upcoming UN conference in Sendai, world leaders must agree, through a revised HFA, to scale up their efforts to cope with the risks posed by rising sea levels, global warming, rampant urbanization, and rapid population growth.
此外，欧盟给小国提供了介于德国和俄罗斯之间的某种程度的政治稳定和安全，这是他们在现代史中从未有过的。	Moreover, the EU offers the small countries sandwiched between Germany and Russia a degree of political stability and security that they never had in modern history.
考虑到如此大的反对，宪法第9条的实际修改而不只是重新解释看起来并不可行，特别是在明确以和平主义为旗帜的公明党仍身处执政联盟中的情况下。	Given such opposition, an actual revision of Article 9, rather than just a reinterpretation, does not seem feasible, especially while the avowedly pacifist Komeito party remains part of the ruling coalition.
我坚信欧盟的新成员不会忘记自己曾经有过的极权主义和以非暴力方式对抗罪恶的经历，而他们在欧盟团体内的处事方式会体现出他们的上述经历。	I firmly believe that the new members of the EU will not forget their experience of totalitarianism and non-violent opposition to evil, and that that experience will be reflected in how they behave in EU bodies.
尽管这带来的是可比性甚低的指标族，仍然有待标准化，但这些努力是令人鼓舞的信号 — — 微观金融业开始致力于捍卫其在金融服务生态系统中的地位。	While this has resulted in a rather disparate set of indicators, which must be standardized, such efforts are an encouraging sign of the microfinance industry’s commitment to securing its role in the financial-services ecosystem.
大陆自由贸易区是非洲联盟（AU）2063年议程框架下的12个旗舰计划之一，该计划可以使非洲国家内部贸易量增长一倍，并为非洲大陆带来巨大的利益。	The CFTA – one of 12 flagship programs under the African Union’s (AU) Agenda 2063 framework – could double intra-African trade and bring enormous benefits to the continent.
毫无疑问，德国是欧洲最重要的经济体；而其低失业和相对稳固的公共财政状况也表明它是表现最出色的经济体 — — 至少目前是如此。	Germany is undoubtedly Europe’s most important economy; and, with low unemployment and relatively sound public finances, it is also the best-performing one – at least for the time being.
欧元区财政部长会议和国际货币基金组织（International Monetary Fund，简称IMF）已与希腊达成一致，应国际货币基金组织的要求为该国提供一定金额的债务减免，并发放103亿欧元（约合116亿美元）的救助资金。	Eurozone finance ministers and the International Monetary Fund have agreed with Greece to begin, per the IMF’s demands, providing some debt relief to the country, and to release €10.3 billion ($11.6 billion) in bailout funds.
这两种支柱方法组成了对于来自短期经济分析与那些来自长期货币分析的指数进行反复核对的框架，以便得出对于影响价格稳定的风险因素的一个坚实的观点。	This two pillar approach constitutes a framework for cross-checking indications from the shorter-term economic analysis with those from the longer-term monetary analysis in order to obtain a robust view about the risks to price stability.
正因如此，现在就开始做出变化从而实现未来退休金稳定对美国 — — 以及世界各地的其他许多国家 — — 来说至关重要。	That is why it is important for the US – and for many countries around the world – to act now to make the changes needed to stabilize future pension finances.
但如果一国不能通过偿债能力测试，IMF就会对其债券持有人施加足够规模的“剃头 ” （ haircut ） ， 以使其符合“高概率”标准从而能够得到IMF的援助。	But if a country fails the solvency test, it must impose a sufficiently deep haircut on its bondholders to bring it to the “high probability” standard needed to qualify for IMF assistance.
我对20世纪80年代末仍然记忆犹新，这不仅是因为那时对自由的期待，而且因为对我刚出生的女儿来说，一点儿婴儿食品都没有。	I remember the late 1980’s not only for its hopes for freedom, but also for a total absence of baby food for my newborn daughter.
但最近一段时间，欧洲和美国的经济窘境吸引了人们的目光，以至于许多事关亚洲能否持续保持成功的严峻挑战都被忽视了。	But the current focus on economic malaise in Europe and the United States is distracting attention from the many serious challenges that call into question Asia’s continued success.
鉴于这个国际货币基金组织用来跟踪自身金融交易的特别提款权其实并没有什么重要性，中国当局将人民币往里面塞的努力也更多就是摆个花架子而��。	Given that the SDR, which the IMF uses to keep track of its own financial transactions, is of little practical importance, the Chinese authorities’ effort to add the renminbi to it amounts to little more than a vanity project.
如果能实现这一点，美国企业就可以在中国做生意而无须被迫支付如此巨大的竞争代价，而关税的威胁也将成为一个极为有效的贸易政策工具。	If that happens, and US firms can do business in China without being compelled to pay such a steep competitive price, the threat of tariffs will have been a very successful tool of trade policy.
比如，华坚鞋业、C&H服饰和JD集团（一家成衣制造商）目前分别在埃塞俄比亚、卢旺达和坦桑尼亚的特别经济区设厂经营。	For example, the Huajian Shoemaking Company, C&H Garments, and China JD Group (an apparel maker), are now operating in special economic zones in, respectively, Ethiopia, Rwanda, and Tanzania.
他认为，这将带来分裂和反动政治 ： “ 没有转移支付，你就无法让外围趋同，这将造成走向极端化的政治分歧 。 ”	That, he believes, is a recipe for disintegration and reactionary politics: “Without transfers, you will not allow the periphery to converge and will create political divergence towards extremists.”
我们还指出存在自其他国家输入中国装配平台的原料所引起的供应链扭曲现象，一旦把这种统计手法纠正过来将会令美中贸易失衡数字减少35~40 ％ ， 但应者寥寥。	Nor does it matter when we point out that correcting for supply-chain distortions – caused by inputs from other countries that enter into Chinese assembly platforms – would reduce the bilateral US-China trade imbalance by 35-40%.
但EEAS最终在与欧盟委员会的扯皮中无疾而终，而即将卸任的高级代表凯瑟琳·阿什顿（Catherine Ashton）也没能缓和这一紧张局面，因为她自己也不愿卷入欧盟内部的纠纷中。	But the EEAS ended up in a turf war with the European Commission, and outgoing High Representative Catherine Ashton did little to ease the tension, owing to her unwillingness to involve herself in intra-EU disagreements.
通过将公司税率降低到具备全球竞争力的水平并给予更好的利润归国条件，该税收计划有望将企业收益转移回美国。	By lowering the corporate-tax rate to a globally competitive level and granting better terms for repatriating profits, the tax package is expected to shift corporate earnings back to the United States.
但是，在2009年的哥本哈根会议上，承诺形成全球协定的气候谈判各方食言了，因此，2015年12月的巴黎峰会几乎也必将沦为又一场灾难。	But, with climate negotiators promising to deliver the global agreement that they could not deliver in Copenhagen in 2009, the December 2015 summit in Paris is almost certain to be another debacle.
随着社会保障系统和主权基金这样的公有实体持有更加多样化的资产组合，也就会大大减少偏袒国家持有较多份额的已有企业的市场干涉行为。	With public entities like the social security system and sovereign-wealth funds holding more diversified asset portfolios, incentives would be substantially reduced for market intervention favoring incumbents in which the state owned a large share.
如果这一趋势在未来几个月中保持下去，家庭很快就会认识到他们的生活水平正在下降，从而必须调整支出习惯。	As this trend continues in the coming months, households will soon realize that their living standards are falling, and they will have to adjust their spending habits.
比如，斯里兰卡MAS控股集团（MAS Holdings）在工作场所中嵌入了护士站、现场银行服务以及解决雇员上下班问题、方便他们参与体育活动的通勤巴士。	For example, MAS Holdings in Sri Lanka has incorporated into the workplace nursing stations, on-site banking, and company buses that ease employees’ commutes and facilitate participation in sports programs.
第一种可能是第一部长萨尔蒙德（Alex Salmond）所构想的，即成立一个货币联盟，其中的央行同时对苏格兰和没有了苏格兰的英国负责。	The first possibility, which First Minister Alex Salmond appears to have in mind, would entail a monetary union under a central bank accountable both to Scotland and the rump UK.
欧洲央行行长让-克劳德·特里谢深知这一点：在1990年代初，时任法国央行行长的他就应对过类似的危机。	European Central Bank President Jean-Claude Trichet is well aware of this: in the early 1990’s, he confronted such a crisis as Governor of the Bank of France.
针对每次重要发展而展开的讨论中，沃尔芬森都带领世界银行走在最先面，在抗击艾滋病及其它威胁贫困国家的重大疾病的战斗中他也始终走在最前面。	Wolfensohn led the World Bank onto the cutting edge of every important development debate, and was at the forefront of the effort to combat HIV/AIDS, as well as other deadly diseases that threaten so many impoverished countries.
他认为，美国民主的最大危险是多数人的暴政，美国式生活中令人窒息的思想顺从，令人压抑的少数派观点和异见。	The biggest danger to US democracy, he believed, was the tyranny of the majority, the suffocating intellectual conformity of American life, the stifling of minority opinion and dissent.
此外，这与美国长期以来的承诺 — — 坚持基于规则的货币体系，遏制竞争性货币贬值 — — 也背道而驰。	Moreover, it amounts to a betrayal of the longstanding US commitment to uphold a rules-based monetary system that discourages competitive currency devaluation.
曼哈顿和肯辛顿（Kensington）的晚宴派对上充斥着关于巴塞尔II的细节和顺周期资本要求的弊端的闲言碎语。	Dinner parties in Manhattan and Kensington were consumed with the finer points of Basel II and the evils of procyclical capital requirements.
但是，请记住修西底德（Thucydides）的忠告，它对避免错误解读分析家的现实理论十分重要，并且还将继续向政治领导人和公众指出这一点。	But, remembering Thucydides’ advice, it will be important not to mistake analysts’ theories for reality, and to continue pointing this out to political leaders and publics.
2009年时希腊预算赤字相当于GDP的15 ％ ； 参与国际货币基金组织项目后的2010年赤字有所下降，但仅跌至11 ％ 。	In 2009, the Greek budget deficit was 15% of GDP; with an IMF program, the deficit fell in 2010, but only to 11% of GDP.
牛津—在关于新闻的未来的争论中 ， “ 假新闻”是中心议题，其特色内容是一位慷慨激昂的美国总统，俄罗斯通讯“机器人 ” ， 以及为了争夺公共注意力的背叛和花招。	OXFORD – In the debate over the future of journalism, “fake news” has taken center stage, with storylines featuring a ranting American president, Russian communication “bots,” and betrayal and subterfuge competing for public attention.
但最高法院在2010年所做出的争议性裁决《公民联盟 》 （ Citizens United）使这一目标实现的难度大大增加。 该裁决认定，选战捐赠 — — 即使来自公司 — — 是受保护的言论自由的一种形式。	But the Supreme Court made achieving that much harder with its controversial Citizens United decision in 2010, when it held that campaign donations – even from corporations – are a protected form of free speech.
这个错误既不在他们2009年的获奖著作中，也不再后来被广泛传阅的、回应对他们工作的学术争论的论文中。	The error is in neither their prize-winning 2009 book nor in a subsequent widely read paper responding to the academic debate about their work.
2013年11月，克鲁格曼（Paul Krugman）写道 ， “ 德国没能调整放大了紧缩成本 。 ”	In November 2013, Paul Krugman wrote that, “Germany’s failure to adjust magnified the cost of austerity.”
台湾唯一的原住民国会议员曾经对陈水扁和民进党进行了一次逻辑上的驳斥，此人在一次国会会议上专门用自己的方言发表了一通演讲，结果没有一个与会议员听得懂。	Taiwan ’s sole aboriginal parliamentarian once provided the logical rebuttal to Chen and the DPP, delivering a speech to a packed Congress entirely in his native tongue, which nobody else in the chamber could understand.
美国当然希望巴基斯坦能消灭阿富汗和巴基斯坦的塔利班领袖，但绝不会过多依靠巴基斯坦统治者来实现这一目标。	The US would certainly like Pakistan to eliminate the leadership of the Taliban, both Afghan and Pakistani, but will not lean too heavily on Pakistan’s rulers to accomplish this goal.
在其他国家，政策制定者们在多年以前就为银行业现代化制定了路线图并从那时开始就强化了竞争—这对于顾客和银行都是有益的。	In other countries, policymakers set the course for banking modernization years ago and have reinforced competition since then – to the benefit of customers and banks alike.
看到成千上万的人参与这场辩论是一个振奋人心的事情，因为如果没有大众的参与，安全就是难以界定的问题，而那些迫在眉睫的重要改革也会缺乏政治合法性。	It is encouraging to see that many thousands are indeed getting involved, because without popular engagement, security will remain undefined, and the important reforms that are needed will lack political legitimacy.
自2003年以来，东非地区记录了8个最温暖年份，毫无疑问，这与困扰非洲之角1300万人的大饥荒密切相关。	Since 2003, East Africa has had the eight warmest years on record, which is no doubt contributing to the severe famine that now afflicts 13 million people in the Horn of Africa.
这种无声无息的对和平的推动一直是欧洲经济进一步一体化的主要动力，而欧洲经济一体化被看作是达到政治一体化的一种手段。	This drive for peace remained, quietly, the key motivation behind further steps toward Europe’s economic integration, which was regarded as the vehicle for achieving political integration.
他还强调可再生能源开发和节能技术创新，在两年前福岛第一核电站事故爆发后，这已经成为紧迫的政策目标之一。	He is also emphasizing the development of renewable energy and power-saving innovations, which became an urgent policy objective following the accident at the Fukushima Daiichi nuclear power plant two years ago.
因此，逆转使用欧元的第一个十年中所出现的单位劳动成本巨大差异不仅要求在南欧实行��资限制和生产率强化改革，还要求北欧提高工资。	Reversing the large differential in unit labor costs that has emerged in the euro’s first decade thus requires not only wage restraint and productivity-enhancing reforms in the south, but also higher wage gains in the north.
这有助于防止政府对公私合作项目的担保给预算带来大于或等于GDP的1%的成本，哥伦比亚、印度尼西亚和葡萄牙都超过了这一标准。	This will help to prevent government guarantees for public-private partnerships from imposing budgetary costs equivalent to one or more points of GDP, as has happened in Colombia, Indonesia, and Portugal.
但是，由于候选人需要受到由亲中派担任委员的非选举产生的委员会的仔细审查，实际上公民可以说完全没有选择。	But, given that candidates are to be carefully vetted by an unelected committee of pro-Chinese appointees, citizens would have no meaningful choice at all.
尽管如此，人们当时仍然就遵守游戏规则达成了默契 — — 具体而言就是遵守世贸组织规则 — — 而美国最终也做到了。	Still, there was an implicit understanding that everybody would abide by the rules of the game – specifically, the rules of the World Trade Organization – and the US ultimately did.
此外，由于煤电和天然气电电厂动辄持续50年或以上，这些投资要么将导致排放量达不到气候目标要求，要么导致重大资产减记。	And, because coal- and gas-fired power stations last 50 years or more, such investments raise the risk of either locking in emission levels incompatible with the climate target, or forcing major asset write-offs.
但大部分工人并未参与到这些计划中，而最大的受益者则是CEO和高层管理者，他们的收入大头与生产率挂钩，反映在利润和股票表现中。	But most workers are not covered by such plans, and the biggest beneficiaries have been CEOs and top managers, a significant fraction of whose pay is tied to productivity, as reflected in profits and stock performance.
而且，空袭虽然可能会将伊朗的核计划推迟几年，但也会促使民族主义者团结起来支持政府和核计划，特别是在一次打击不够的情况下。	Moreover, while an air strike might set back Iran’s program by a few years, it would solidify nationalist support for the government and the nuclear program, particularly because one attack would not be enough.
第二次世界大战后，凯恩斯所担忧的问题逐渐淡化为背景，因为复兴的西方繁荣让许多人相信这些问题已经永久得到了解决。	After World War II, the problems that concerned Keynes faded into the background, as renewed prosperity in the West led many to believe that they had been permanently solved.
他们通过煽动对“他人 ” — —包括难民、穆斯林或外国恐怖分子 — — 的恐惧并承诺以武力确保安全来攫取权力。	They win power by stoking fear of the “other” – refugees, Muslims, or foreign terrorists – and promising to establish security through force.
因此，普金所谓的与日本就北方四岛达成协议完全是个谎言，一如他宣称克里米亚的俄罗斯族面临着危险因此需要派遣俄罗斯军队予以保护。	So Putin’s talk about reaching an agreement with Japan on the Northern Territories was likely as mendacious as his claims that Russians in Crimea were in peril, and thus in need of protection by Russian troops.
国际清算银行（中央银行的中央银行）的史蒂芬·赛切蒂（Stephen G. Cecchetti）和恩尼塞·卡罗比（Enisse Kharroubi）更进一步，他们指出金融部门的高增长抑制了其他部门的生产率增长。	Stephen G. Cecchetti and Enisse Kharroubi of the Bank for International Settlements – the central banks’ central bank – go further. They argue that rapid financial-sector growth reduces productivity growth in other sectors.
如果政策制定者忽视特定地区或部门的损失，那么后果就是民众的愤怒和社会分化 — — 并对经济的运行轨迹持消极态度。	When policymakers ignore losses in particular regions or sectors, the result is anger and social division – and negative views about the economy’s trajectory.
对许多韩国年轻人来说，拜住房成本和年轻人失业率等因素所赐，如今连结婚也未必结得起，即使是大学毕业生也是如此。	For many young South Koreans, even marriage is economically unfeasible nowadays, owing to factors like high housing costs and youth unemployment, even among university graduates.
Urlanis的观点是 — — 比起女人，男人才是更为敏感的生物 — — 这个观点在当今家庭生活质量恶化、一半婚姻以离婚收场、没有父亲的孩子数量不断上升至历史最高纪录的情况下，甚至更为贴切。	Urlanis’s argument – that men, not women, are the more delicate creatures – is even more relevant now, with family life decaying, half of marriages ending in divorce, and the number of fatherless children rising to record levels.
为了延缓抗药性的蔓延，争取足够的时间让新药投入生产，必须实现一个紧迫的短期目标：阻止抗药性占领南亚和东南亚并向其他地区蔓延。	In order to delay the spread of resistance long enough to allow new drugs to come onstream, an urgent short-term objective must be achieved: preventing resistance from taking hold in South and Southeast Asia and spreading elsewhere.
我们花了许多年 — — 合理的估算是从1992年里约地球峰会以来经过了整整一代人的努力 — — 才达成了巴黎气候协定，并在2015年12月获得了联合国所有193个成员国的一致通过。	It had taken many years – by one plausible accounting a full generation since the 1992 Rio Earth Summit – to reach the Paris climate agreement, unanimously adopted by all 193 UN member states in December 2015.
英国独立党（UK Independence Party）党员甚至认为英国可以做得更好，许多保守党中的“欧洲怀疑派”也作如是观。	Members of the UK Independence Party even think that Britain would do better, as do a considerable number of Conservative “Euro-skeptics.”
但是，尽管一些久负盛名的报纸 — — 如《纽约时报 》 、 《华盛顿邮报》和英国的《卫报 》 — —的网络版表现出色，并不足以扭转颓势。	Yet, while some well-known newspapers – such as the New York Times, the Washington Post, and the United Kingdom-based Guardian – have developed a robust Internet presence themselves, it is not enough.
要理解个中原因，可以回顾2014年10月欧洲银行局（European Banking Authority，EBA）对欧元区123家大银行所做的资产负债表压力测试，该测试发现所有银行存在250亿欧元的资本短缺。	To understand why, we should look back to October 2014, when the European Banking Authority began balance-sheet stress tests for the eurozone’s largest 123 banks and found a capital shortfall of €25 billion ($28 billion) in all of them.
不过这一同盟以及与中国的关系现在又出现了一个新问题。 今年中国超越美国成为世界上最大的温室气体排放国。	There is a new dimension to the alliance, however, and to the relationship with China. This year, China surpassed the US as the world’s largest emitter of greenhouse gases.
如果政策制定者在抑制通胀的正面性供应冲击的暂时性判断上出现了失误，那么政策正常化可能是错误的做法，而非常规政策应维持更长时间。	If policymakers are incorrect in assuming that the positive supply shocks holding down inflation are temporary, policy normalization may be the wrong approach, and unconventional policies should be sustained for longer.
同理，它们还稀释了“改善的下水道”的目标。 这一目标的本意是收集、处理和安全排放废水，而国际组织的方针是改善居民家中的厕所。	In the same way, they have diluted the goal of “improved sanitation” – the process of collecting, treating, and safely discharging wastewater – by applying it to indoor toilets in people’s homes.
比如，去年解放军在拉达克（Ladakh）的德普桑（Depsang）峡谷临时扎营，导致了与印度的紧张对峙。	For example, last year, Chinese troops established a temporary camp in Ladakh’s Depsang valley, leading to a high-stakes standoff with India.
可以肯定的是，价格歧视不会发生在每件商品和服务上，而这种趋势可能会受到线下零售商或新进入者通过向每个人提供更低价格争夺市场份额的竞争冲击。	To be sure, price discrimination will not happen for every good and service, and the trend could be tempered by competition from offline retailers or new entrants vying for market share by offering lower prices to everyone.
1945年岸信介以战犯身份被美国人囚禁，冷战开始后未经审判即被释放，并于1957年以保守党身份当选首相。	Imprisoned by the Americans as a war criminal in 1945, Kishi was released without trial at the beginning of the Cold War, and was elected Prime Minister as a conservative in 1957.
3月份，英国、德国、韩国、澳大利亚和其他国家出人意料地决定加入亚投行，这让很多媒体将此报道为（部分拜美国决策者的失策所赐）美国盟友集体投敌。	When the United Kingdom, Germany, South Korea, Australia, and others unexpectedly decided in March to join the AIIB, it was widely reported (partly because of missteps by US policymakers) as a mass defection of US allies to a rival’s party.
双方都必须致力于通过各种谈判机制增加互相理解与信任，鼓励“第二轨道外交 ” （ 规模较小的非国家行为人之间的互动 ） 。	Both sides must work to increase mutual understanding and trust through various negotiation mechanisms and to encourage “track II diplomacy” (interactions among smaller non-state actors).
普京也与中国国家主席习近平建立了良好的工作关系，这一关系的基础是共同的国内不自由以及对制衡美国意识形态和影响的渴望。	And Putin has struck up a good working relationship with Chinese President Xi Jinping, based on their shared domestic illiberalism and desire to counter American ideology and influence.
首先，欧元区危机正在恶化，由于欧元维持强势，前瞻性财政紧缩将会深化多个成员国的衰退，而外围国信贷动荡和高油价又阻挠了复苏前景。	For starters, the eurozone crisis is worsening, as the euro remains too strong, front-loaded fiscal austerity deepens recession in many member countries, and a credit crunch in the periphery and high oil prices undermine prospects of recovery.
作为总统，肯尼迪的和平观并不新鲜，但他在和平观的指导下谈判了第一个和武器控制协定 — — 《部分禁止核试验条约 》 （ Limited Test Ban Treaty ） 。	While a presidential vision of peace was not new, Kennedy followed it up by negotiating the first nuclear arms-control agreement, the Limited Test Ban Treaty.
只有制定一个长期的战略，东道国政府才能确保中国（和其他地区）的投资行为是一个发展的工具，而不只是一种获得短期利润的手段。	Only with a long-term strategy can host governments ensure that Chinese (and other) investments become a tool of development, not just a means of generating short-term profit.
