source_de	target_en
Sie ist eine die menschliche Gesundheit gefährdende persistente Substanz, die nicht biologisch abgebaut wird, sondern bioakkumulierbar ist, sich also in den Körperzellen einlagert.	It endangers human health and is a persistent substance, one that does not biodegrade and is bio-accumulative, that is, it builds up in the body's cells.
Aus diesem Grund möchte ich dem Vorsitzenden des Verkehrsausschusses und dem Parlament in seiner Gesamtheit noch einmal danken.	For this reason I would again like to thank the chairman of the transport committee, and Parliament as a whole.
Dennoch begrüße ich, dass auf dem Europäischen Gipfel in Berlin im März 2007 anlässlich des 50. Jahrestags des Vertrags von Rom eine feierliche politische Erklärung zu europäischen Werten und Vorhaben abgegeben werden soll.	Still, I welcome the initiative that a solemn political statement on European values and endeavours should be made at the March 2007 European Union Summit in Berlin, which will commemorate the 50th anniversary of the Treaty of Rome.
Es gibt Zeitungsmeldungen, aber wenn wir auf diplomatischer Ebene formell um Bestätigung ersuchen, so wird uns immer wieder gesagt, daß sich dieser Kriegsverbrecher nicht in diesem Land befindet.	There are reports by journalists but, when we requested confirmation at a formal diplomatic level, we were told more than once that this war criminal is not in Syria.
Wir, die wir uns darüber Sorgen machen, hoffen natürlich, daß wir unrecht haben.	Those of us who are concerned about this hope that we are wrong.
Die Fraktion der Allianz der Liberalen und Demokraten möchte gemeinsam mit Ihnen daran arbeiten, die Wettbewerbsfähigkeit unserer Wirtschaft zu verbessern und mehr Arbeitsplätze zu schaffen.	Liberals and Democrats look forward to working with you for greater economic competitiveness and more jobs.
Hinsichtlich des Ergebnisses der zuvor erwähnten Verhandlungen sollte insbesondere die wesentliche Erhöhung des Finanzierungsmechanismus hervorgehoben werden, obwohl die Position Islands wegen der schweren Krise, in der es sich befindet, unverändert bleibt.	With regard to the outcome of the aforementioned negotiations, it is worth highlighting, in particular, the significant increase in the financial mechanism, although the position of Iceland is unchanged due to the severe crisis that it is experiencing.
Wenn wir uns mit den öffentlichen Dienstleistungen in den Entwicklungsländern beschäftigen, muss unser Augenmerk ebenfalls auf der Beseitigung der Armut als oberste Priorität der Reform der öffentlichen Dienstleistungen und staatlichen Unternehmen liegen.	When we are looking at public services in the developing world, we must also focus on the eradication of poverty as a top priority of our reform of public services and state enterprises.
Es geht dann auch um Lobbyisten und die Macht der Lobbyisten, die anders als in den USA hier sehr intransparent ist.	There is also the issue of the power exercised by lobbyists, for, in this House, in contrast to the USA, there is a great lack of transparency where they are concerned.
Drittens, die Agenda 2000. Es ist schon richtig: Unter der österreichischen Präsidentschaft wird es hier nicht zu großen Entscheidungen kommen.	Thirdly, as regards Agenda 2000, no major decisions will, of course, be taken during the Austrian presidency.
Ich werde gleich nach der Sitzung mit Callum McDonald und John Sewell Verbindung aufnehmen und sie auffordern, einen Eilantrag an die Kommission einzureichen.	I will be contacting Callum McDonald and John Sewell immediately after this meeting urging them to put in a quick request to the Commission.
Beispielsweise haben Texttelefone für blinde oder sehschwache Verbraucher fast keinen Nutzen.	For example, text telephones are of almost no use to blind or partially-sighted consumers.
Ihr Vorschlag soll meines Erachtens die Art von Schändlichkeiten verhindern, die in Sangatte am Kanaltunnel geschehen, wo Menschen und Verantwortlichkeiten zwischen zwei Mitgliedstaaten hin und her geschoben werden.	In my view, the type of abuses that go on at Sangatte near the Channel Tunnel, with people shunted about and responsibility divided between different Member States, should be rendered impossible by the proposal you have produced.
Für die Organtransplantation, für die eine gesonderte Regelung in Vorbereitung ist, sollten dieselben Kriterien gelten.	The same criteria should apply to organ transplantation, for which a separate arrangement is underway.
Ich bin irgendwann in die Politik gegangen, um dafür zu sorgen, dass mein Heimatland Schweden die Zielvorgabe von 1 Prozent erreicht.	Once upon a time I went into politics to see to it that my country, Sweden, would achieve the 'one per cent target'.
Herr Präsident, wie kann man unsere Ressourcen bewahren, den Zustand der Umwelt und das soziale Wohlergehen ausgewogen verbessern, ohne dass sich dies nachteilig auf einen der drei Pfeiler der nachhaltigen Entwicklung auswirkt?	Mr President, how can we preserve our resources and improve environmental health and social well-being in a balanced manner, without affecting any of the three pillars of sustainable development?
Viertens, mit dem Siebten EU-Rahmenprogramm sollte die bestehende De-facto-Bevorzugung von Forschungseinrichtungen aus den alten Mitgliedstaaten gegenüber denen aus den neuen Mitgliedstaaten abgeschafft werden.	Fourthly, the Seventh EU Framework Programme should abolish the existing preference given to research institutions from the old Member States over those from the new Member States.
Erfreulicherweise hat der Ausschuss für auswärtige Angelegenheiten meine Änderungsanträge betreffend Unterbringung und Arbeitsplätze für die Flüchtlinge aus Serbien und dem Kosovo angenommen.	I am pleased that the Committee on Foreign Affairs has accepted my amendments concerning housing and jobs for Serbian and Kosovar refugees.
Daher sollten die Demilitarisierung dieses Gebiets sowie sein anschließender Status als Pilotprojekt und seine Öffnung für den Freihandel eines der Themen des bevorstehenden Gipfeltreffens zwischen der EU und Russland sein.	Therefore the demilitarisation of this area, which should be followed by making Kaliningrad a pilot project and opening it up to free trade, should be one of the topics to be raised at the forthcoming EU-Russia Summit.
dass die Verantwortung für Maßnahmen bei den Arbeitgebern und nicht bei den Arbeitnehmern liegt und deshalb die Mittel für den Gehörschutz nicht berücksichtigt werden dürfen,	responsibility for action to lie with the employer, not the workers, which is why ear protectors should not be taken into account;
"Wie alle Strategien, die nach dem Grundsatz ""Vorbeugen ist besser als heilen"" funktionieren, kann auch frühkindliche Bildung relativ kostenwirksam umgesetzt werden."	Like all policies which work on the principle that 'prevention is better than cure', early years learning is also relatively cost-effective to deliver.
Das Lebensmittel- und Veterinäramt wird dann einschreiten, wenn sich eine unserer Ansicht nach positive Entwicklung abzeichnet, also wenn beispielsweise die Möglichkeit besteht, das Verbot aufzuheben.	The FVO will be involved in this exercise only when it is believed there is something profitable to be gained from it, that is in circumstances where there is the possibility of lifting the ban.
Sie ist vor allem nicht akzeptabel, weil Tuberkulose eine Krankheit ist, die verhindert und geheilt werden kann, und die nicht derart dramatische Folgen haben muss.	It is unacceptable because tuberculosis is a preventable and curable disease that should not lead to such dramatic consequences.
Das vom Europäischen Rat in den nächsten Tagen zu beschließende Dokument enthält keine Anhänge und ist durch eine klare Struktur übersichtlich und konsistent.	The document that the European Council will adopt in the next few days has no annexes, and is clearly structured, comprehensible and consistent.
Wie in der Privatwirtschaft werden Wettbewerbsfähigkeit und Erfolg durch Erbringung der besten Dienstleistungen zu niedrigsten Kosten erreicht. Jedoch ohne eine der beiden Seiten der Gleichung auszuschließen.	Just as in the private sector, competitiveness and success are obtained by providing better services at lower costs, but without cancelling either side of the equation.
Wie der Abgeordnete weiß, hat eine Troika-Delegation auf Ministerebene Algerien am 19. und 20. Januar 1998 besucht.	As the honourable Member will be aware a ministerial troika mission visited Algiers on 19-20 January 1998.
"Herr Howitt, Sie wissen doch, daß Anlage II Teil A Ziffer 2 GO besagt: ""Eine Anfrage ist nicht zulässig, wenn in der Tagesordnung bereits vorgesehen ist, daß dieses Thema unter Teilnahme des betreffenden Organs behandelt wird"" ."	Mr Howitt, you know that paragraph 2 of Annex II (A) - Guidelines - says 'A question shall be inadmissible if the agenda already provides for the subject to be discussed with the participation of the institution concerned'.
Selbst in den sehr schwierigen Zeiten des Kommunismus hatten die Frauen in Polen politische Rechte und Zugang zur Wissenschaft und das bedeutend früher als in vielen Ländern der alten EU.	In the very difficult times under Communism, women in Poland had access to science and political rights significantly earlier than in many countries of the old EU.
Ein klar und verständlich formulierter politischer Wille und ein wahrheitsgetreuer Diskurs bilden die Voraussetzung für eine Wiederherstellung des Vertrauens unserer Bürgerinnen und Bürger.	A clear and comprehensible political will and a discourse of truth are the necessary conditions for restoring our citizens' confidence.
Drittens muß gesagt werden, daß wir den Japanern Hilfe anbieten sollten, wenn sie darum bitten.	Thirdly, we have to say that we should be offering assistance to the Japanese if they request it.
Denn die Völker, Herr Präsident, können sich den Luxus, sich vertrösten zu lassen, nicht leisten.	That is why the people cannot afford to rest on their laurels.
Wir haben festgestellt, daß die meisten Forderungen des Parlaments berücksichtigt worden sind, und somit entsteht ein guter Kompromiß.	We see that many of the requests made by Parliament have been given due attention, making for a healthy compromise.
Christakis Georgiou, ein fünfjähriger Junge, wurde zuhause durch einen Schuss eines türkischen Soldaten während der Invasion im Jahre 1974 leicht verletzt.	Christakis Georgiou, a five-year-old boy, was slightly injured after being shot inside his home by a Turkish solider during the 1974 invasion.
Zweitens, könnte die Kommission der breiten Öffentlichkeit ihre Vorstellung davon darlegen, wie die auswärtigen Angelegenheiten der Mitgliedstaaten gestaltet werden, sobald der EAD eingerichtet ist?	Secondly, could the Commission spell out for the wider public its vision of how the foreign affairs of Member States will be conducted once the EAS is in place?
Ja, wir müssen uns mit den Mitgliedstaaten solidarisch zeigen, die von dem Zustrom von Menschen am meisten betroffen sind, aber unsere Solidarität sollte vor allem den Menschen gelten, die vor einer Tragödie flüchten.	Yes, we have to express solidarity with the Member States that are most exposed to an influx of people, but first of all our solidarity should be with the people who are fleeing tragedy.
Es ist im Interesse der Passagiere, daß es beim Abfertigen keinen Fehler gibt, daß Präzision nicht die Ausnahme, sondern der Regelfall ist.	It is in the interests of passengers that no mistakes are made in groundhandling, that precision is not the exception but the rule.
Unsere einzige Aufgabe bestand darin, pragmatische Formeln zu finden, die eine Lücke in der Gesetzgebung schließen und wirksame Reaktionsmechanismen auf europäischer Ebene schaffen sollen.	Our only mission was to find pragmatic formulas to fill a gap in legislation and to create efficient response mechanisms at a European level.
Wenn Sie jedoch die althergebrachten Wege weiter verfolgen und sich auf den ebenen und ausgetretenen Pfaden bewegen, dann behalten wir uns das Recht vor, anderer Meinung zu sein oder Ihnen gar zu widersprechen.	If, however, you stick to the old ways and tread the smooth and well-worn paths, then we reserve the right to disagree with you and even to oppose you.
Diese Initiative Spaniens im Rahmen des Rates reiht sich ein in die Verstärkung der supranationalen polizeilichen und justiziellen Mechanismen - speziell auf EU-Ebene - im Namen des so genannten Kampfes gegen den Terrorismus.	This initiative by Spain, within the Council, is part of the process of strengthening supranational police and judicial mechanisms - specifically at EU level - in the name of the so-called 'fight against terrorism'.
Deshalb sollten seine Abgeordneten einen Schutz genießen, denn die parlamentarische Immunität bedeutet nichts anderes als einen Schutz des Abgeordneten bei seiner Tätigkeit in diesem Parlament.	So there should be mechanisms to protect its Members - because parliamentary immunity is nothing more than protection for the work they do in this Parliament.
(IT) Herr Präsident, werte Kolleginnen und Kollegen! Die Verpflichtung, die Treibhausgasemissionen einseitig um 20 % zu reduzieren, ist ein Schritt in die richtige Richtung, doch hätten wir das ehrgeizigere Ziel einer verbindlichen Reduktion um 30 % bis 2020 anvisieren müssen.	(IT) Mr President, ladies and gentlemen, the commitment to cut carbon emissions unilaterally by 20% is a step in the right direction, but we should have set our sights on the more ambitious target of a mandatory 30% by 2020.
Am 30. Mai 1996 unterbreitete die Kommission einen revidierten Vorschlag, in dem die vom Europäischen Parlament vorgeschlagenen Änderungen eingearbeitet waren.	The Commission put forward a revised proposal on 30 May 1996 which reflected Parliament's amendments.
Das Thema der Stilllegungsfonds wurde ganz zu Recht angesprochen und ist mit großen Bedenken verbunden.	The issue of decommissioning funds is one that has been rightly raised and is of great concern.
Innerhalb kurzer Zeit ist es das zweite Mal, dass die Methode der Regierungszusammenarbeit gescheitert ist, wobei man sich diesmal sogar auf einen vom Konvent ausgearbeiteten, vollständigen und weitgehend gemeinsam getragenen Entwurf stützen konnte.	This is the second time in just a short while that the intergovernmental method has failed, and this time it had behind it a complete, widely supported draft prepared by the Convention.
Frau Präsidentin, vor wenigen Wochen waren wir beim Thema Bienen total Banane.	Madam President, a few weeks ago we were going bananas about bees.
Es ist an der Zeit, derartigen Gerichtsentscheidungen, die aus finsterster Vergangenheit stammen und jeglicher Menschenwürde Hohn sprechen, in Nigeria und anderswo Einhalt zu gebieten.	It is high time that these highly antiquated legal decisions, which show complete contempt for human dignity, are prevented from being passed in Nigeria and elsewhere.
Herr Präsident, meine Damen und Herren, Kolleginnen und Kollegen! Die Frau Kollegin McNally hat vorhin gesagt, dass es sich bei ihrem Bericht um eine Angelegenheit handelt, die nicht besonders sexy ist.	Mr President, ladies and gentlemen, as Mrs McNally said earlier, her report was not a particularly sexy matter.
Danke Herr Kinnock. Aber ich muß Sie daran erinnern, daß Sie im britischen Unterhaus lediglich eine Arbeitssprache haben, wir hier dagegen 11.	Thank you, Mr Kinnock, but may I remind you that whereas in the House of Commons you use a single language, here we work in 11 different languages.
Die Frage ist, ob wir auf Ihre Zusammenarbeit bauen können.	The question is whether we can count on your cooperation.
In der Libyen-Affäre haben wir nun den Mangel an Einheit in der Europäischen Union unter Beweis gestellt.	Now, in the Libyan affair we have demonstrated the European Union's lack of unity.
In einigen Bereichen sind positive Entwicklungen zu beobachten; dazu gehört zum Beispiel die jüngste Zusammenarbeit mit dem Internationalen Kriegsverbrechertribunal.	There have been some positive developments in some areas, for example, recent cooperation with the International War Crimes Tribunal.
Die Kommission hat klargestellt, daß die Europäische Union, obwohl Birma Mitglied der ASEAN geworden ist, seiner Teilnahme am EG/ASEAN-Abkommen nicht zustimmen kann.	The Commission has made it clear that although Burma has become a member of ASEAN the European Union cannot agree to Burmese participation in the EC/ASEAN Agreement.
Übrigens war ich in diesem Bereich einmal beruflich tätig; ich habe Firmen zu Satellitenmobilfunkdiensten beraten.	In fact I worked in this area in a previous career. I advised companies on mobile satellite services.
Die Landwirtschaft ist übersät mit Task-Force-Berichten, die mit vielen Vorschusslorbeeren bedacht worden waren und dann im Papierkorb der Geschichte landeten, ohne ihre erklärten Ziele zu erreichen.	The agriculture industry is littered with task force reports that have emerged in a blaze of glory only to enter the dustbin of history, never having achieved their stated goals.
Als Präsident dieser Sitzung schlage ich vor, dass wir die Tagesordnung abändern, indem die gemeinsame Aussprache zu den Berichten Mulder und Goepel gestrichen wird.	I propose, as President of this sitting, that we change the agenda by withdrawing the joint debate on the reports by Mr Mulder and Mr Goepel.
Sie schickt uns einen Bericht, der drei Viertel der Themen unter den Teppich kehrt.	It sends us a report which sweeps three-quarters of the subjects under the carpet.
Sodann möchte ich erneut auf das Statut einer europäischen Aktiengesellschaft aufmerksam machen, das auch hier bereits nochmals angesprochen wurde und das in der Vergangenheit im Europäischen Parlament häufig zur Sprache gebracht wurde.	I also want to ask again for attention be paid to the European company statute. It has been dropped again.
Die Anwendung der Richtlinie sollte allerdings nicht auf eine Vorzugsbehandlung bestimmter Fluggesellschaften hinauslaufen.	It should not be the case that the way it is applied ends up favouring certain companies over others.
Das ist der Grund für die militärische Friedensmission, die ab dem 2. Dezember unter der Führung der Union durchgeführt wird.	The military peacekeeping mission under the aegis of the Union from 2 December is there for this purpose.
Herr Präsident, der Kommissar deutet an, dass wir eine Antwort bekommen haben.	Mr President, the Commissioner intimates that we have been given an answer.
Wir sprechen also hier über einen sehr wichtigen und großen Bereich.	The significance and scale of this issue should therefore not be underestimated.
Obwohl sich der Vierte Jahresbericht ausführlich mit dieser Frage beschäftigt, bin ich als Berichterstatter der Meinung, daß die vorhandenen Möglichkeiten einer Übertragung von Unternehmen an die Mitarbeiter nicht genügend berücksichtigt wurden.	While the fourth annual report provides a thorough analysis of the matter, as rapporteur, I feel the possibilities offered by the transfer of enterprises to their employees has not been sufficiently considered.
Diese Neubelebung – und auch darin bin ich mit Ihnen einig – kann sich nicht auf die Debatte über die Institutionen beschränken.	This revival – – and on this point too, I agree with you – – cannot be limited to the debate on the institutions.
Im Rahmen dieses Aktionsplans gibt es vier Punkte, auf die ich etwas näher eingehen möchte.	I would like to talk in more detail about four points in the context of this plan of action. First of all, improving competitiveness.
Deshalb bleibt mir nichts anderes übrig, als jetzt als letzte die Anfrage Nr. 46 aufzurufen.	That leaves me with no other option but to move to our last question, which is Question 46.
Wie dies bei europäischen Richtlinien allgemein üblich ist, liegt die Wahl der Gegenmaßnahmen, Strafen und Durchsetzungsinstrumente im Ermessen der Mitgliedstaaten.	As is generally the case with European Union directives, the choice of remedies, penalties and enforcement tools lies with the Member States.
Plant die Kommission die Verabschiedung einer konkreten, koordinierten Strategie zur Unterstützung dieser Nominierung, da wir nun sehr schnell vorankommen?	Is the Commission planning to set up a specific and coordinated strategy to support this nomination, because we are moving on very fast now?
Diese Veranstaltung war öffentlich und wurde auf der Website angekündigt.	This event was open to the public and relayed on the website.
Ich bin sehr erleichtert, dass Sie sagen, Sie möchten die Debatte fortführen, und dass eine Konferenz in Uppsala in diesem Zusammenhang stattfinden wird.	I am very pleased that you are saying that you want to keep the debate going and that you are having a conference in Uppsala on the matter.
Wie mein Vorredner weiß ich, dass mein Name sehr früh gemeldet wurde, dennoch wurde ich nicht aufgerufen.	Like the previous speaker, I know that my name was put forward very early on and yet I have not been called.
Herr Präsident! „Bürger für Europa“ heißt, die Bürger für Europa zu interessieren, über Europa zu informieren, sie in Entscheidungen einzubinden, ihnen Kommunikationsmöglichkeiten anzubieten und sie letztlich für Europa zu begeistern.	– Mr President, ‘Citizens for Europe’ means arousing citizens’ interest in Europe, informing them about Europe, involving them in decisions, offering them means of communicating, and ultimately filling them with enthusiasm for Europe.
Mitglied der Kommission. - (EN) Herr Präsident! Zunächst möchte ich dem Fischereiausschuss und besonders dem Berichterstatter, Herrn Capoulas Santos, für seinen Bericht danken.	Member of the Commission. - Mr President, let me start by extending my gratitude to the Committee on Fisheries and in particular the rapporteur, Mr Capoulas Santos, for his report.
In seiner Stellungnahme zum Bericht des Kollegen Lang zur EU-Strategie für Biomasse und Biokraftstoffe hatte unser Ausschuss der Einführung eines EU-Zertifizierungssystems bereits eine besondere Bedeutung beigemessen.	In its opinion on Mr Lang's report on an EU biomass and biofuels strategy, our committee already attached special importance to the introduction of an EU certification system.
Herr Präsident, über diesen Bericht wurde gemäß Artikel 110 Absatz a) der Geschäftsordnung abgestimmt, der besagt, dass über diesen Bericht keine Aussprache stattfindet und keine Änderungsanträge eingebracht werden können.	Mr President, this report was voted under Rule 110a of the Rules of Procedure, which allows for no debate and no amendment to the report.
Meines Erachtens müssen das Anlegen von Virostatikavorräten und, soweit dies möglich ist, die Beschleunigung der Produktion und Verteilung von Impfstoffen im Vordergrund stehen.	I believe that the key is to stockpile antivirotic drugs and, to the extent possible, speed up the production and distribution of vaccines.
Zur Lösung des Problems der großen Zahl von nichtbezahlten Versandverfahren sollten wir die Bedeutung der operativen Maßnahmen und nochmals die Notwendigkeit einer raschen Entwicklung dieses neuen Systems unterstreichen.	To solve the problem of the high level of undischarged transit operations, we should emphasise the importance of operational measures and, again, the need for swift development of this new system.
Ich denke also, daß es möglich sein muß, sie entweder in die emblematischen oder in die speziellen Aktionen aufzunehmen.	Consequently, I believe that these aspects should either come under the heading of high-profile projects or under special actions.
Wir müssen uns daher von der Idee verabschieden, jedes Mal zur Rettung eilen zu müssen, wenn etwas ins Lot gebracht werden muss, und anderen diktieren und predigen zu müssen, wie sie ihre Angelegenheiten in den Griff bekommen.	We must, therefore, do away with the idea that we have to run to the rescue each time that things need fixing, and dictate and preach to others on how to manage their affairs.
Sie reichen über die bisweilen hitzige politische Debatte weit hinaus.	It goes beyond the strong political debate we might have.
Man muss wissen, dass dies keine leichte Aufgabe sein wird und wir wachsam bleiben müssen.	It is important to know that this will not be an easy task and we should remain very vigilant.
Ich komme aus einem Land, in dem 1 % unserer Bürger iranische Wurzeln haben.	I come from a country where 1% of our citizens have a background in Iran.
Ein Tabu ist gefallen. Man kann über den Stabilitätspakt und sogar über dessen Reform sprechen.	A taboo has been broken; we can talk about the Stability and Growth Pact, and can even talk about reforming it.
Mit dieser Verpflichtung und dem Wunsch nach einem positiven Gipfel grüße ich Sie, Frau Präsidentin, und danke Ihnen für Ihre Ausführungen.	So I thank you for your speech and I leave you with that commitment, in the hope of a positive summit.
In einigen Ländern laufen Projekte zur Errichtung neuer Terminals oder Erweiterungen von bestehenden Anlagen.	Projects are up and running in certain countries to establish new terminals or extend existing plant.
Wichtig ist in diesem Zusammenhang, dass wir die Kommission jetzt auffordern, dieses Thema zu analysieren, aufzuarbeiten, zu sagen, wie die Situation derzeit ist, und Vorschläge zu unterbreiten.	This makes it important that we should now demand that the Commission should analyse this issue, do some work on it, say precisely how things currently stand, and make proposals.
Wir haben gerade in der Zeit von 2001 bis jetzt eine Steigerung der staatlichen Beihilfen erfahren - 88 Milliarden Euro zurzeit innerhalb der Europäischen Union - das lässt tief blicken und Schlimmes befürchten.	From 2001 to date there has been an increase in state aid - EUR 88 billion to date within the European Union - that is revealing and something to fear.
